"date","value","u10","v10","d2m","t2m","blh","sp","ssrd","tcc","tp","rh2m","date_unix","day_julian","weekday","hour","set"
2020-06-11 22:00:00,3.4,-3.6672278222576,-3.93223319118336,284.667755822683,286.343532103384,525.624957665246,100215.091140866,0,1.00000184774399,3.76327542083235e-06,89.5703925887561,1591912800,163,"Thu",22,"training"
2020-06-11 23:00:00,2.4,-3.44310957636046,-3.56538420145681,284.851943136853,286.345358836537,502.694507281762,100172.63305844,0,1.00000184774399,0,90.6569459006124,1591916400,163,"Thu",23,"training"
2020-06-12,5.6,-3.82980330040266,-3.11077229552774,285.174070442478,286.415140042979,502.694507281762,100170.173270289,0,1.00000184774399,1.18840276447331e-06,92.1835362598638,1591920000,164,"Fri",0,"testing"
2020-06-12 01:00:00,8.7,-3.69466563954706,-3.02344819390623,285.420544613254,286.530954924874,484.508288012102,100096.433099426,0,0.995958076061749,3.16907403859548e-06,92.9863848919105,1591923600,164,"Fri",1,"testing"
2020-06-12 02:00:00,13,-3.44849456853877,-3.12766665689672,285.533890652744,286.476152930287,508.660737318844,100020.072719446,0,0.925657486853922,3.96134254824435e-07,94.0172912351595,1591927200,164,"Fri",2,"training"
2020-06-12 03:00:00,18,-3.174885680241,-2.88960974669738,285.416534729782,286.088520155235,469.269242616182,99975.9034800454,0,0.84308824695734,2.31078315314276e-06,95.6874801142118,1591930800,164,"Fri",3,"training"
2020-06-12 04:00:00,23.1,-2.99000094878581,-2.95455430468724,285.408514962837,286.13564987058,435.951801385007,99987.0794740341,1991.33445744892,0.807335201480036,1.38646989188574e-06,95.3426161925734,1591934400,164,"Fri",4,"training"
2020-06-12 05:00:00,22.9,-3.64825213553404,-3.86597218945046,285.524534257974,286.421716282329,470.455300394638,99943.6053921545,157412.560404682,0.883495444748164,1.4524922676896e-06,94.2938143450962,1591938000,164,"Fri",5,"testing"
2020-06-12 06:00:00,25,-5.07373649359146,-4.45091202594028,285.896918769787,287.628090856524,496.872041823887,99890.9338415378,555922.297560008,0.959686207047856,0,89.343942521943,1591941600,164,"Fri",6,"training"
2020-06-12 07:00:00,23.4,-5.34093467691505,-4.21746266884156,286.113452477303,288.800122847444,618.964110715258,99833.1822936536,633632.910533624,0.812721810551093,6.60223758042894e-08,84.035622519098,1591945200,164,"Fri",7,"training"
2020-06-12 08:00:00,22.5,-6.10714213542837,-3.29617145600557,286.23882816721,289.772675578063,942.506296220151,99833.0218726872,1105044.91648482,0.595517862909631,2.57487265635905e-06,79.6277806578599,1591948800,164,"Fri",8,"testing"
2020-06-12 09:00:00,19.9,-6.84437320745843,-3.04407247921382,286.048225039483,290.891001614287,1101.33021509886,99782.7566365657,1737463.59869074,0.632674783838882,0.000194766008622,73.2654472239395,1591952400,164,"Fri",9,"training"
2020-06-12 10:00:00,21.1,-5.9632859158079,-2.42271103249995,285.850136795942,291.340377969908,1131.8442470355,99714.2034102809,1857332.21920254,0.759969664492604,0.0001702056848229,70.3042258994564,1591956000,164,"Fri",10,"training"
2020-06-12 11:00:00,13.7,-6.25715263182405,-1.94944950687784,285.976047136978,291.771486993999,1410.28029581426,99670.4084864686,2349968.93632216,0.601377516969932,0.0003099090320243,68.9953950736193,1591959600,164,"Fri",11,"training"
2020-06-12 12:00:00,16,-6.61358782838815,-1.1240392799931,286.028977598815,291.757238475406,1267.98930354434,99641.3188179047,2258221.84388018,0.995942816545967,8.65553346791445e-05,69.2967211721042,1591963200,164,"Fri",12,"training"
2020-06-12 13:00:00,27,-7.00207654982312,-0.260452184560267,286.046621086094,291.12957296406,852.725316505507,99636.827030847,1931545.85459234,0.994279529325726,0.0006152625201181,72.1651359366985,1591966800,164,"Fri",13,"training"
2020-06-12 14:00:00,26.4,-5.59326002469855,-0.32802963003621,286.833360223399,290.985626391609,713.022086661304,99594.7967376646,1258766.22277326,0.965057556603132,0.0006274766596419,76.6581058382851,1591970400,164,"Fri",14,"testing"
2020-06-12 15:00:00,22.5,-5.62915997255393,-0.363573611098232,287.362397516205,290.053627136984,821.168991369616,99606.9352574514,1086880.06070224,0.997743439408247,0.0011716991033949,84.1519901331811,1591974000,164,"Fri",15,"training"
2020-06-12 16:00:00,9.9,-5.60992785763141,-0.137584101876733,287.852672602109,289.538488387858,746.555174761289,99557.6860207834,409923.483435826,1.00000184774399,0.0006431899850833,89.754405738167,1591977600,164,"Fri",16,"testing"
2020-06-12 17:00:00,9.7,-5.59787573227996,1.25038641786618,287.644425987104,289.678050800742,722.977783771374,99559.7180196904,368639.720293593,1.00000184774399,0.0003563887845904,87.7718371370676,1591981200,164,"Fri",17,"training"
2020-06-12 18:00:00,9.6,-4.13520928537233,0.569565595425103,287.284605776838,289.677685454111,618.101523240017,99564.3702277145,350037.742313033,0.976105446029324,0.0002941296842071,85.7530753045647,1591984800,164,"Fri",18,"testing"
2020-06-12 19:00:00,19.2,-3.88057608379812,0.952431317358614,287.424149721681,289.638958711269,528.787778407795,99597.5238940925,270870.055346162,0.614760112310775,4.39048799097111e-05,86.7454018297589,1591988400,164,"Fri",19,"training"
